Accident_Index,Casualty_Reference,Date,Casualty_Severity,Casualty_Type_Category,Location_Easting_OSGR,Location_Northing_OSGR
200514D089105,4,2005-06-26,Slight,Car,435200,386130
200514D089105,5,2005-06-26,Slight,Car,435200,386130
200514D089505,1,2005-06-30,Serious,Pedestrian,436060,387560
200514D089805,1,2005-06-30,Slight,Pedestrian,435090,386560
200514D090405,1,2005-07-04,Slight,Pedal Cycle,434880,386190
200514D090505,1,2005-07-05,Serious,Pedestrian,438860,386350
200514D090705,1,2005-06-05,Slight,Car,435440,386640
200514D090905,1,2005-06-30,Slight,Car,436250,387570
200514D091005,1,2005-07-04,Serious,Car,437000,390810
200514D091305,1,2005-07-04,Slight,Car,440410,386710
200514D091305,2,2005-07-04,Slight,Car,440410,386710
200514D091305,3,2005-07-04,Slight,Car,440410,386710
200514D091705,2,2005-07-07,Serious,Car,436990,386040
200514D091705,1,2005-07-07,Slight,Car,436990,386040
200514D091805,1,2005-07-05,Slight,Motorcycle,436020,388210
200514D092205,1,2005-07-09,Serious,Motorcycle,438500,386070
200514D092205,2,2005-07-09,Serious,Motorcycle,438500,386070
200514D092605,1,2005-07-03,Slight,Car,435080,387290
200514D092705,1,2005-07-05,Slight,Car,435960,387420
200514D092805,1,2005-07-07,Slight,Car,435250,387690
200514D092905,1,2005-07-07,Slight,Pedal Cycle,438460,385460
200514D093505,1,2005-06-28,Slight,Car,438130,385060
200514D093705,1,2005-07-11,Slight,Pedestrian,438720,385580
200514D093905,1,2005-07-02,Slight,Motorcycle,436810,392430
200514D094305,1,2005-07-09,Slight,Motorcycle,440200,387440
200514D094405,1,2005-07-04,Slight,Car,438470,390450
200514D094505,1,2005-07-11,Slight,Pedal Cycle,435330,386830
200514D095005,1,2005-07-08,Slight,Pedal Cycle,436750,388280
200514D095205,1,2005-07-03,Slight,Bus or Coach,439090,390610
200514D095905,1,2005-07-16,Slight,Pedal Cycle,435890,387710
200514D096005,1,2005-07-15,Slight,Pedal Cycle,436210,386480
200514D096105,1,2005-05-04,Slight,Car,437330,388390
200514D096205,1,2005-07-08,Slight,Motorcycle,437560,389400
200514D096305,1,2005-07-14,Slight,Car,436980,393590
200514D096405,1,2005-07-15,Slight,Pedestrian,438830,386370
200514D097705,1,2005-07-15,Slight,Car,440160,390510
200514D097805,1,2005-07-16,Serious,Car,437480,393480
200514D098505,1,2005-07-17,Slight,Car,436600,387640
200514D098505,2,2005-07-17,Slight,Car,436600,387640
200514D098505,4,2005-07-17,Slight,Car,436600,387640
200514D098505,3,2005-07-17,Slight,Car,436600,387640
200514D098605,1,2005-07-19,Slight,Pedestrian,435840,386500
200514D098705,1,2005-07-19,Slight,Car,435840,387920
200514D098805,1,2005-03-29,Slight,Light goods vehicles,434670,386570
200514D098805,2,2005-03-29,Slight,Light goods vehicles,434670,386570
200514D098905,1,2005-07-07,Slight,Pedestrian,437160,390540
200514D099105,1,2005-07-18,Slight,Pedestrian,436740,392070
200514D099505,1,2005-07-19,Slight,Pedestrian,435690,387280
200514D099705,1,2005-06-26,Slight,Car,439020,386720
200514D099805,1,2005-07-14,Slight,Car,436630,393730
200514D099805,2,2005-07-14,Slight,Car,436630,393730
200514D100405,1,2005-05-24,Slight,Bus or Coach,435260,386960
200514D100505,1,2005-04-30,Slight,Motorcycle,436470,392720
200514D100605,1,2005-07-22,Serious,Motorcycle,440570,386560
200514D101005,1,2005-07-21,Slight,Car,436780,390440
200514D101105,1,2005-07-21,Slight,Car,440250,386970
200514D101205,1,2005-05-11,Slight,Car,436690,386550
200514D101305,1,2005-07-21,Slight,Pedestrian,436790,390400
200514D101505,1,2005-07-24,Slight,Car,439940,390810
200514D101505,4,2005-07-24,Slight,Car,439940,390810
200514D101505,2,2005-07-24,Slight,Car,439940,390810
200514D101505,3,2005-07-24,Slight,Car,439940,390810
200514D101905,1,2005-07-24,Slight,Motorcycle,437460,390060
200514D102405,1,2005-07-20,Slight,Bus or Coach,440210,387030
200514D102405,2,2005-07-20,Slight,Bus or Coach,440210,387030
200514D102705,1,2005-07-20,Slight,Pedestrian,435130,387180
200514D102805,1,2005-07-06,Slight,Pedestrian,436220,390080
200514D103205,1,2005-07-25,Slight,Car,436180,387280
200514D103205,2,2005-07-25,Slight,Car,436180,387280
200514D103305,1,2005-07-24,Slight,Car,439260,386540
200514D103405,1,2005-07-24,Slight,Car,437000,386420
200514D103705,1,2005-07-22,Slight,Car,438680,389750
200514D103705,2,2005-07-22,Slight,Car,438680,389750
200514D103905,1,2005-07-25,Slight,Car,435850,389640
200514D103905,2,2005-07-25,Slight,Car,435850,389640
200514D105105,1,2005-07-05,Slight,Car,435140,386360
200514D105105,2,2005-07-05,Slight,Car,435140,386360
200514D105505,1,2005-07-29,Serious,Motorcycle,438860,386400
200514D105705,1,2005-07-28,Slight,Car,437340,386370
200514D105805,1,2005-07-26,Slight,Car,435680,388000
200514D105905,1,2005-07-30,Serious,Car,440190,385820
200514D105905,2,2005-07-30,Slight,Car,440190,385820
200514D105905,3,2005-07-30,Serious,Car,440190,385820
200514D105905,4,2005-07-30,Slight,Car,440190,385820
200514D106205,1,2005-07-28,Slight,Car,436550,388350
200514D106405,1,2005-07-29,Slight,Pedestrian,437450,387260
200514D107005,1,2005-08-02,Slight,Bus or Coach,435720,387490
200514D107005,2,2005-08-02,Slight,Bus or Coach,435720,387490
200514D107305,1,2005-07-30,Slight,Bus or Coach,438860,385710
200514D107605,1,2005-08-02,Slight,Light goods vehicles,437560,389410
200514D107605,2,2005-08-02,Serious,Car,437560,389410
200514D107805,1,2005-08-04,Slight,Car,439060,391120
200514D108205,1,2005-08-05,Serious,Pedestrian,436570,387550
200514D108305,1,2005-08-07,Serious,Motorcycle,437560,389400
200514D108405,1,2005-08-07,Slight,Car,435090,387140
200514D108605,1,2005-08-05,Slight,Car,436060,387880
200514D108805,1,2005-08-04,Slight,Car,434880,387490
200514D108905,1,2005-08-03,Slight,Bus or Coach,435330,387110
200514D109105,1,2005-08-08,Slight,Car,434860,386100
200514D109105,2,2005-08-08,Slight,Car,434860,386100
200514D109105,3,2005-08-08,Slight,Car,434860,386100
200514D109105,4,2005-08-08,Slight,Car,434860,386100
200514D110405,1,2005-07-03,Slight,Car,438070,385070
200514D110405,2,2005-07-03,Slight,Car,438070,385070
200514D110505,1,2005-08-11,Slight,Motorcycle,438120,385050
200514D110605,1,2005-08-03,Slight,Bus or Coach,435230,386920
200514D110805,1,2005-08-13,Slight,Pedestrian,435690,387370
200514D111105,1,2005-08-13,Slight,Car,439410,391220
200514D111605,1,2005-08-16,Slight,Car,435800,386360
200514D111605,2,2005-08-16,Slight,Car,435800,386360
200514D112205,1,2005-08-17,Slight,Pedestrian,437350,391860
200514D112305,1,2005-08-16,Slight,Car,439790,390830
200514D112405,1,2005-08-17,Slight,Car,439870,390880
200514D112505,1,2005-08-05,Slight,Car,439550,391110
200514D112505,3,2005-08-05,Serious,Car,439550,391110
200514D112505,2,2005-08-05,Serious,Car,439550,391110
200514D112905,1,2005-08-20,Slight,Car,436280,391560
200514D113005,1,2005-08-13,Slight,Car,435900,387720
200514D113005,2,2005-08-13,Slight,Car,435900,387720
200514D113905,1,2005-08-06,Slight,Car,435990,387410
200514D114005,1,2005-08-24,Slight,Pedestrian,436470,388650
200514D114505,1,2005-08-24,Slight,Bus or Coach,434980,386420
200514D114905,1,2005-08-27,Slight,Pedal Cycle,436840,391450
200514D115405,1,2005-08-29,Slight,Car,438730,390690
200514D115405,2,2005-08-29,Slight,Car,438730,390690
200514D115705,1,2005-08-29,Slight,Pedestrian,440310,387370
200514D115805,1,2005-08-29,Slight,Car,437010,390780
200514D116005,1,2005-08-21,Serious,Motorcycle,434870,385980
200514D116405,1,2005-08-30,Serious,Pedestrian,435880,388770
200514D116505,1,2005-08-29,Slight,Car,439580,386480
200514D116505,2,2005-08-29,Slight,Car,439580,386480
200514D116605,1,2005-08-29,Slight,Car,437600,385560
200514D116605,2,2005-08-29,Slight,Car,437600,385560
200514D117005,1,2005-08-30,Slight,Pedestrian,437060,391440
200514D117105,1,2005-08-22,Slight,Pedestrian,437500,387340
200514D117405,1,2005-09-03,Slight,Car,435720,387490
200514D117405,3,2005-09-03,Slight,Car,435720,387490
200514D117405,2,2005-09-03,Slight,Car,435720,387490
200514D117405,4,2005-09-03,Slight,Car,435720,387490
200514D117705,1,2005-09-03,Slight,Car,436850,391480
200514D117905,1,2005-09-01,Slight,Car,437840,393500
200514D118005,1,2005-09-02,Slight,Car,437720,387130
200514D118005,2,2005-09-02,Slight,Car,437720,387130
200514D118005,3,2005-09-02,Serious,Car,437720,387130
200514D118005,4,2005-09-02,Slight,Car,437720,387130
200514D118005,5,2005-09-02,Slight,Car,437720,387130
200514D118305,1,2005-09-04,Slight,Pedestrian,436300,389550
200514D118505,1,2005-08-31,Slight,Pedal Cycle,435420,388070
200514D118805,1,2005-09-03,Slight,Car,439400,391220
200514D118805,2,2005-09-03,Serious,Car,439400,391220
200514D118805,3,2005-09-03,Slight,"Heavy goods vehicles ",439400,391220
200514D118905,1,2005-09-05,Slight,Car,437230,390130
200514D118905,2,2005-09-05,Slight,Car,437230,390130
200514D119105,1,2005-09-01,Slight,Car,434700,387060
200514D119205,1,2005-04-12,Slight,Car,440220,390710
200514D119405,1,2005-09-06,Slight,Car,439830,390780
200514D119405,2,2005-09-06,Slight,Car,439830,390780
200514D119505,1,2005-09-07,Serious,Pedestrian,434490,387350
200514D119605,1,2005-09-07,Serious,Pedal Cycle,435720,387500
200514D119705,1,2005-09-06,Slight,"Heavy goods vehicles ",438930,390380
200514D119805,1,2005-09-07,Slight,Car,436630,388060
200514D119805,2,2005-09-07,Slight,Motorcycle,436630,388060
200514D120305,1,2005-09-05,Slight,Motorcycle,439220,385980
200514D120405,1,2005-08-14,Slight,Car,438900,385630
200514D120405,2,2005-08-14,Slight,Car,438900,385630
200514D120405,3,2005-08-14,Slight,Car,438900,385630
200514D120405,4,2005-08-14,Slight,Car,438900,385630
200514D120405,5,2005-08-14,Slight,Car,438900,385630
200514D120405,6,2005-08-14,Slight,Car,438900,385630
200514D120505,1,2005-09-09,Slight,Car,435740,386060
200514D120905,1,2005-09-09,Serious,Pedestrian,437080,388880
200514D121005,1,2005-09-05,Slight,Bus or Coach,435660,389260
200514D121105,1,2005-09-03,Slight,Car,438370,385120
200514D121305,1,2005-09-07,Slight,Pedal Cycle,435000,388360
200514D121405,1,2005-08-18,Slight,Motorcycle,438800,386390
200514D121505,1,2005-09-11,Slight,Car,435880,387980
200514D121505,2,2005-09-11,Slight,Car,435880,387980
200514D121905,1,2005-09-04,Slight,Car,439050,386700
200514D122105,1,2005-09-12,Slight,Bus or Coach,439310,387850
200514D122205,1,2005-09-13,Slight,Car,438350,384920
200514D122305,1,2005-09-09,Slight,Car,434900,387450
200514D122305,2,2005-09-09,Slight,Car,434900,387450
200514D122405,1,2005-09-08,Slight,Car,435840,386510
200514D122405,2,2005-09-08,Slight,Car,435840,386510
200514D122605,1,2005-09-14,Slight,Car,434820,386860
200514D123005,1,2005-09-10,Slight,Pedal Cycle,435840,387920
200514D123105,1,2005-09-11,Slight,Car,435160,386380
200514D123205,1,2005-09-01,Serious,Motorcycle,435170,386320
200514D123205,2,2005-09-01,Serious,Motorcycle,435170,386320
200514D123505,1,2005-09-14,Serious,Pedal Cycle,435670,389130
200514D123605,1,2005-09-14,Serious,Car,434970,388490
200514D123805,1,2005-09-16,Serious,Motorcycle,437630,389340
200514D123905,1,2005-09-17,Slight,Car,435750,389540
200514D124105,1,2005-09-17,Slight,Car,439250,387220
200514D124205,1,2005-09-17,Slight,Pedestrian,434930,386370
200514D124405,1,2005-09-16,Slight,Car,435860,387950
200514D125305,1,2005-09-19,Slight,Pedal Cycle,436650,391460
200514D125905,1,2005-09-20,Slight,Pedestrian,435600,386720
200514D126105,2,2005-09-20,Slight,Car,439330,388500
200514D126105,1,2005-09-20,Slight,Car,439330,388500
200514D126205,1,2005-09-20,Slight,Pedal Cycle,435430,386650
200514D126605,1,2005-09-15,Slight,Pedestrian,436820,391380
200514D127105,1,2005-09-09,Slight,Car,434770,386450
200514D127105,2,2005-09-09,Slight,Car,434770,386450
200514D127105,3,2005-09-09,Slight,Car,434770,386450
200514D127105,4,2005-09-09,Slight,Car,434770,386450
200514D127205,1,2005-09-21,Slight,Car,435920,386210
200514D127205,2,2005-09-21,Slight,Car,435920,386210
200514D127305,1,2005-09-21,Slight,Pedal Cycle,435410,388350
200514D127405,1,2005-09-19,Serious,Motorcycle,436440,387650
200514D127405,2,2005-09-19,Serious,Motorcycle,436440,387650
200514D127605,1,2005-09-22,Slight,Car,434760,387170
200514D127805,1,2005-09-19,Slight,Bus or Coach,434820,387830
200514D127905,1,2005-09-24,Serious,Bus or Coach,435320,387200
200514D128005,1,2005-09-25,Slight,Car,435300,387750
200514D128105,1,2005-09-23,Slight,Car,435200,387640
200514D128305,1,2005-09-13,Slight,Car,434740,386510
200514D128305,2,2005-09-13,Slight,Car,434740,386510
200514D128505,1,2005-09-22,Slight,Car,438150,390480
200514D128705,1,2005-09-23,Slight,Pedestrian,437100,392060
200514D128805,1,2005-09-16,Slight,Car,437060,392830
200514D128905,1,2005-09-22,Slight,Motorcycle,436630,393120
200514D129005,1,2005-09-24,Slight,Motorcycle,438710,392710
200514D129405,1,2005-09-23,Slight,Bus or Coach,438550,390770
200514D129705,1,2005-09-26,Slight,Pedal Cycle,435530,387730
200514D129905,1,2005-09-02,Slight,Pedestrian,435770,386980
200514D130305,1,2005-09-23,Slight,Car,436090,388380
200514D130405,1,2005-09-28,Slight,Car,437410,388340
200514D130605,1,2005-09-23,Serious,Car,434400,387160
200514D130705,1,2005-09-29,Slight,Car,436070,388320
200514D130905,1,2005-09-29,Slight,"Heavy goods vehicles ",439810,390130
200514D131105,1,2005-09-28,Slight,Car,435610,387440
200514D131405,1,2005-09-23,Slight,Pedestrian,435280,387520
200514D131605,1,2005-09-29,Slight,Car,434420,387150
200514D131605,2,2005-09-29,Slight,Car,434420,387150
200514D132505,1,2005-09-16,Slight,Pedestrian,434870,387080
200514D132905,1,2005-09-08,Slight,Light goods vehicles,439910,390950
200514D133305,1,2005-10-04,Slight,Car,435980,385960
200514D133305,2,2005-10-04,Slight,Car,435980,385960
200514D133505,1,2005-10-05,Slight,Car,436030,388110
200514D133605,1,2005-10-05,Slight,Pedestrian,436280,388600
200514D133705,1,2005-10-06,Slight,Car,436040,386860
200514D134305,1,2005-10-06,Slight,Motorcycle,436480,390760
200514D134605,1,2005-10-07,Slight,Bus or Coach,438870,386350
200514D134705,1,2005-10-08,Slight,Car,435850,387100
200514D134805,1,2005-10-06,Slight,Pedestrian,434610,387120
200514D134905,1,2005-09-13,Slight,Car,435280,386750
200514D134905,2,2005-09-13,Slight,Car,435280,386750
200514D134905,3,2005-09-13,Slight,Car,435280,386750
200514D135005,1,2005-09-12,Slight,Pedestrian,438410,389450
200514D135305,1,2005-10-08,Slight,Motorcycle,435970,387580
200514D135505,1,2005-10-08,Slight,Car,434420,387360
200514D136205,1,2005-10-08,Slight,Car,439410,391230
200514D136205,2,2005-10-08,Slight,Car,439410,391230
200514D136205,3,2005-10-08,Slight,Car,439410,391230
200514D136205,4,2005-10-08,Slight,Car,439410,391230
200514D136205,5,2005-10-08,Slight,Car,439410,391230
200514D136205,6,2005-10-08,Slight,Car,439410,391230
200514D136405,1,2005-10-07,Slight,Car,437740,390040
200514D136705,1,2005-10-11,Slight,Car,437270,387240
200514D136705,2,2005-10-11,Slight,Car,437270,387240
200514D136905,1,2005-10-10,Slight,Pedestrian,440110,390800
200514D137205,1,2005-10-07,Slight,Car,439110,390180
200514D137205,3,2005-10-07,Slight,Car,439110,390180
200514D137205,2,2005-10-07,Serious,Car,439110,390180
200514D137205,4,2005-10-07,Slight,Car,439110,390180
200514D137505,1,2005-10-10,Slight,Car,437770,391370
200514D138105,1,2005-10-12,Slight,Car,437210,387540
200514D138105,2,2005-10-12,Slight,Car,437210,387540
200514D138405,1,2005-10-14,Serious,Pedestrian,438030,385110
200514D138705,1,2005-10-07,Slight,Pedestrian,438820,386380
200514D138905,1,2005-10-14,Slight,Car,437610,393630
200514D138905,2,2005-10-14,Slight,Car,437610,393630
200514D139005,1,2005-10-13,Slight,Car,436500,390190
200514D139005,2,2005-10-13,Slight,Car,436500,390190
200514D139305,1,2005-10-09,Slight,Car,440230,387000
200514D139305,2,2005-10-09,Slight,Car,440230,387000
200514D139305,3,2005-10-09,Slight,Car,440230,387000
200514D139305,4,2005-10-09,Slight,Car,440230,387000
200514D139405,1,2005-10-15,Slight,Car,435720,386920
200514D139905,1,2005-10-06,Slight,Pedestrian,439130,390610
200514D140205,1,2005-10-11,Slight,Pedal Cycle,436360,386830
200514D140505,1,2005-10-01,Serious,Car,436610,386460
200514D140505,2,2005-10-01,Slight,Car,436610,386460
200514D140505,3,2005-10-01,Slight,Car,436610,386460
200514D140605,1,2005-10-17,Slight,Pedal Cycle,437620,393230
200514D140805,1,2005-09-22,Slight,Pedestrian,437280,392850
200514D141005,1,2005-10-15,Slight,Car,438870,389460
200514D141105,1,2005-10-19,Slight,Pedestrian,436230,389910
200514D141305,1,2005-10-18,Slight,Car,434400,387370
200514D141405,1,2005-10-19,Serious,Car,435210,386140
200514D141405,2,2005-10-19,Serious,Car,435210,386140
200514D141505,3,2005-10-20,Slight,Car,435350,386840
200514D141505,1,2005-10-20,Slight,Car,435350,386840
200514D141505,2,2005-10-20,Slight,Car,435350,386840
200514D141505,4,2005-10-20,Slight,Car,435350,386840
200514D141605,1,2005-10-17,Slight,Pedal Cycle,434930,386370
200514D141705,1,2005-10-19,Slight,Bus or Coach,438230,392080
200514D142205,1,2005-10-22,Slight,Pedestrian,437260,392810
200514D142705,1,2005-10-21,Slight,Car,440410,386720
200514D142705,2,2005-10-21,Slight,Car,440410,386720
200514D142705,3,2005-10-21,Slight,Car,440410,386720
200514D142705,4,2005-10-21,Slight,Car,440410,386720
200514D142805,1,2005-10-21,Slight,Pedal Cycle,435290,386760
200514D142905,1,2005-10-21,Serious,Car,436660,389220
200514D143005,1,2005-10-23,Slight,Car,439120,390190
200514D143205,1,2005-10-22,Slight,Car,438500,388600
200514D143405,1,2005-10-20,Slight,Car,439060,391660
200514D143905,1,2005-10-20,Slight,Motorcycle,436320,387080
200514D144205,1,2005-10-24,Slight,Motorcycle,437370,393510
200514D144205,2,2005-10-24,Serious,Motorcycle,437370,393510
200514D144205,3,2005-10-24,Slight,Motorcycle,437370,393510
200514D144405,1,2005-10-24,Slight,Car,439180,386990
200514D144405,2,2005-10-24,Slight,Car,439180,386990
200514D144505,1,2005-10-15,Slight,Car,435860,387100
200514D145305,2,2005-10-25,Slight,Bus or Coach,437610,388490
200514D145305,1,2005-10-25,Slight,"Heavy goods vehicles ",437610,388490
200514D145505,1,2005-10-15,Slight,Light goods vehicles,437270,386710
200514D145705,1,2005-10-20,Slight,Pedal Cycle,435200,386130
200514D146105,2,2005-10-27,Slight,Light goods vehicles,435750,387820
200514D146105,1,2005-10-27,Slight,Car,435750,387820
200514D146205,1,2005-10-27,Slight,Car,438230,391490
200514D146205,2,2005-10-27,Serious,Car,438230,391490
200514D146405,1,2005-10-26,Slight,Light goods vehicles,437940,387550
200514D146405,2,2005-10-26,Slight,Light goods vehicles,437940,387550
200514D146505,1,2005-10-25,Slight,Pedestrian,434910,385910
200514D146705,1,2005-10-27,Slight,Pedestrian,NULL,NULL
200514D146805,1,2005-10-29,Slight,Bus or Coach,435720,387490
200514D147605,1,2005-10-29,Slight,Car,439390,390430
200514D147905,1,2005-10-27,Slight,Pedestrian,435690,388930
200514D148505,1,2005-10-26,Slight,Car,436440,387650
200514D148605,1,2005-10-24,Slight,Bus or Coach,440540,386600
200514D148705,1,2005-10-29,Slight,Car,438120,389970
200514D149105,1,2005-10-30,Slight,Car,440290,386960
200514D149105,4,2005-10-30,Slight,Car,440290,386960
200514D149105,2,2005-10-30,Slight,Car,440290,386960
200514D149105,3,2005-10-30,Slight,Car,440290,386960
200514D149905,1,2005-10-30,Slight,Pedestrian,435610,387290
200514D150205,1,2005-10-24,Slight,Car,438030,389850
200514D150505,1,2005-11-01,Slight,Motorcycle,437730,385430
200514D150605,1,2005-11-02,Slight,Bus or Coach,435050,386810
200514D150805,1,2005-11-01,Slight,Bus or Coach,434990,386620
200514D150905,1,2005-10-28,Slight,Bus or Coach,438110,389930
200514D151005,1,2005-11-01,Slight,Bus or Coach,434820,387820
